Word/Token,Frequency Count,LEXI System Classification,Target Suggestion
supersint,1,Pure Typo Candidate,supersaint
subint,1,Pure Typo Candidate,suint
superab,1,Pure Typo Candidate,superb
objvolume,1,Pure Typo Candidate,obvolute
projectitem,2,Pure Typo Candidate,prolectite
universitywide,1,Pure Typo Candidate,universitylike
spped,1,Pure Typo Candidate,sped
colleges,1,Pure Typo Candidate,college
staic,1,Pure Typo Candidate,static
writted,1,Pure Typo Candidate,witted
hhook,1,Pure Typo Candidate,hook
filenum,2,Pure Typo Candidate,ileum
deletedc,1,Pure Typo Candidate,delete
textunable,2,Pure Typo Candidate,tunable
mouseclick,3,Pure Typo Candidate,mouselike
actaul,1,Pure Typo Candidate,actual
ilower,1,Pure Typo Candidate,lower
boundsx,1,Pure Typo Candidate,ounds
boundsy,1,Pure Typo Candidate,boundly
follwwing,1,Pure Typo Candidate,following
partonly,1,Pure Typo Candidate,patronly
atmstring,1,Pure Typo Candidate,hamstring
cbal,1,Pure Typo Candidate,cabal
depositcard,1,Pure Typo Candidate,depositary
thisbalance,1,Pure Typo Candidate,disbalance
superm,1,Pure Typo Candidate,super
testatm,1,Pure Typo Candidate,testatum
shweta,2,Pure Typo Candidate,shelta
atmwithdraw,1,Pure Typo Candidate,withdraw
atmdeposit,1,Pure Typo Candidate,deposit
bfalse,4,Pure Typo Candidate,FALSE
btrue,1,Pure Typo Candidate,TRUE
fuses,2,Pure Typo Candidate,fuss
enumerateint,2,Pure Typo Candidate,enumeration
enumerateq,1,Pure Typo Candidate,enumerate
suchannel,1,Pure Typo Candidate,upchannel
capita,3,Pure Typo Candidate,capitan
kumbhar,1,Pure Typo Candidate,kumhar
versionfire,1,Pure Typo Candidate,versionize
versionmint,1,Pure Typo Candidate,versionist
versionred,1,Pure Typo Candidate,versioner
cartesiano,1,Pure Typo Candidate,artesian
showeq,1,Pure Typo Candidate,shower
definion,2,Pure Typo Candidate,definition
tpayrolls,3,Pure Typo Candidate,payroll
cincinnati,1,Pure Typo Candidate,Cincinnati
frye,1,Pure Typo Candidate,fryer
milford,1,Pure Typo Candidate,milord
mening,1,Pure Typo Candidate,mending
leford,1,Pure Typo Candidate,reford
susan,1,Pure Typo Candidate,sustain
maelle,1,Pure Typo Candidate,amarelle
ales,1,Pure Typo Candidate,tales
salery,1,Pure Typo Candidate,sealery
serverwe,1,Pure Typo Candidate,severe
sences,1,Pure Typo Candidate,sence
maxsum,1,Pure Typo Candidate,omasum
createdi,1,Pure Typo Candidate,ocreated
mwparam,1,Pure Typo Candidate,param
unicharint,1,Pure Typo Candidate,unicarinate
numberfor,1,Pure Typo Candidate,numberer
dissassembler,1,Pure Typo Candidate,disassemble
printestimation,1,Pure Typo Candidate,intestation
strexpect,1,Pure Typo Candidate,strepent
whuat,1,Pure Typo Candidate,what
somefolder,1,Pure Typo Candidate,smolder
initializtion,2,Pure Typo Candidate,initiation
convertable,4,Pure Typo Candidate,convertible
unexpacted,1,Pure Typo Candidate,unexacted
biggerxy,2,Pure Typo Candidate,bigger
mailx,1,Pure Typo Candidate,mail
apon,1,Pure Typo Candidate,lapon
buttens,1,Pure Typo Candidate,buttons
butten,1,Pure Typo Candidate,butte
outpt,1,Pure Typo Candidate,output
audios,1,Pure Typo Candidate,audio
tres,2,Pure Typo Candidate,trews
printq,1,Pure Typo Candidate,print
fuctional,1,Pure Typo Candidate,functional
maing,1,Pure Typo Candidate,mating
myamount,1,Pure Typo Candidate,amount
workin,2,Pure Typo Candidate,working
lenon,3,Pure Typo Candidate,leno
valuesrs,2,Pure Typo Candidate,valuer
myleader,1,Pure Typo Candidate,meader
ronaldo,1,Pure Typo Candidate,rondo
cvalue,3,Pure Typo Candidate,value
fromt,1,Pure Typo Candidate,frot
acttually,1,Pure Typo Candidate,actually
bionic,1,Pure Typo Candidate,biconic
oringial,1,Pure Typo Candidate,original
arrayg,2,Pure Typo Candidate,array
trinh,1,Pure Typo Candidate,trin
reactui,1,Pure Typo Candidate,recti
cheak,3,Pure Typo Candidate,chekmak
applciation,1,Pure Typo Candidate,application
dutchman,1,Pure Typo Candidate,Dutchman
selectbox,1,Pure Typo Candidate,selector
espaol,1,Pure Typo Candidate,vespal
querer,1,Pure Typo Candidate,querier
dems,1,Pure Typo Candidate,demos
nicamente,1,Pure Typo Candidate,nucament
quera,1,Pure Typo Candidate,quernal
uptate,1,Pure Typo Candidate,upstate
realvalued,1,Pure Typo Candidate,revalue
reinterpreted,1,Pure Typo Candidate,reinterpret
limitting,1,Pure Typo Candidate,limiting
circuluar,1,Pure Typo Candidate,circular
ibody,1,Pure Typo Candidate,body
btext,1,Pure Typo Candidate,text
usinng,1,Pure Typo Candidate,usings
vinvalid,2,Pure Typo Candidate,invalid
maruti,3,Pure Typo Candidate,martin
discunts,1,Pure Typo Candidate,discount
rightshift,1,Pure Typo Candidate,rightship
variale,1,Pure Typo Candidate,variable
carservice,1,Pure Typo Candidate,reservice
strangly,1,Pure Typo Candidate,strangely
perpage,1,Pure Typo Candidate,pierage
arnav,1,Pure Typo Candidate,arna
integerdoctor,1,Pure Typo Candidate,interdictor
quatity,1,Pure Typo Candidate,quantity
followon,3,Pure Typo Candidate,follow
tins,2,Pure Typo Candidate,tin
friso,1,Pure Typo Candidate,frison
mamil,1,Pure Typo Candidate,mail
wyeth,1,Pure Typo Candidate,yeth
sgroup,1,Pure Typo Candidate,group
castedate,3,Pure Typo Candidate,caseate
correcthow,1,Pure Typo Candidate,corrector
antonio,1,Pure Typo Candidate,Antonio
apporach,1,Pure Typo Candidate,approach
autoplayed,1,Pure Typo Candidate,outplayed
spai,1,Pure Typo Candidate,spaik
flac,2,Pure Typo Candidate,flack
etadate,1,Pure Typo Candidate,retardate
truncdate,1,Pure Typo Candidate,truncate
dateform,1,Pure Typo Candidate,deform
yname,1,Pure Typo Candidate,byname
coalescensp,1,Pure Typo Candidate,coalescent
trylock,1,Pure Typo Candidate,trock
lrow,3,Pure Typo Candidate,row
lcol,1,Pure Typo Candidate,col
customsort,1,Pure Typo Candidate,customs
tidyverse,3,Pure Typo Candidate,midverse
custid,4,Pure Typo Candidate,locustid
robson,3,Pure Typo Candidate,dobson
europeb,1,Pure Typo Candidate,Neurope
dictionare,1,Pure Typo Candidate,dictionary
selectsi,1,Pure Typo Candidate,select
corresponde,1,Pure Typo Candidate,corresponder
origined,1,Pure Typo Candidate,origin
domians,1,Pure Typo Candidate,dominus
boarders,2,Pure Typo Candidate,boarder
fillingone,1,Pure Typo Candidate,fillingness
sattakers,1,Pure Typo Candidate,attacker
deposite,1,Pure Typo Candidate,depositee
stadndard,1,Pure Typo Candidate,standard
currencyi,1,Pure Typo Candidate,currency
annapurna,1,Pure Typo Candidate,Annapurna
idappend,1,Pure Typo Candidate,append
libraryplease,1,Pure Typo Candidate,libraryless
transactionlike,1,Pure Typo Candidate,transactional
cvpattern,1,Pure Typo Candidate,pattern
keypoints,3,Pure Typo Candidate,eyepoint
cvorbcreate,2,Pure Typo Candidate,cocreate
seelol,1,Pure Typo Candidate,beelol
numbersie,1,Pure Typo Candidate,numbersome
numbersy,2,Pure Typo Candidate,number
numbersx,2,Pure Typo Candidate,number
inten,2,Pure Typo Candidate,linten
titlec,1,Pure Typo Candidate,title
paasing,1,Pure Typo Candidate,pasting
serverpath,1,Pure Typo Candidate,severalth
pseudoclass,2,Pure Typo Candidate,pseudoclassic
embedd,1,Pure Typo Candidate,embed
buch,1,Pure Typo Candidate,butch
pricecount,3,Pure Typo Candidate,recount
appendprice,1,Pure Typo Candidate,appendice
sharedby,1,Pure Typo Candidate,shardy
childul,1,Pure Typo Candidate,childly
simpy,1,Pure Typo Candidate,skimpy
assoc,3,Pure Typo Candidate,lassock
expirydate,2,Pure Typo Candidate,expirate
surrounds,1,Pure Typo Candidate,surround
subregister,1,Pure Typo Candidate,register
dodnt,1,Pure Typo Candidate,dont
dicsard,1,Pure Typo Candidate,discard
logestring,1,Pure Typo Candidate,oestrin
slenium,1,Pure Typo Candidate,splenium
reflength,1,Pure Typo Candidate,refluent
getsa,1,Pure Typo Candidate,geta
isntit,1,Pure Typo Candidate,wistit
distrub,1,Pure Typo Candidate,disturb
concatenateef,1,Pure Typo Candidate,concatenate
nowhow,1,Pure Typo Candidate,nohow
crollable,1,Pure Typo Candidate,rollable
compresses,2,Pure Typo Candidate,compressed
probing,2,Pure Typo Candidate,robing
buttonso,2,Pure Typo Candidate,buttons
piradius,1,Pure Typo Candidate,inradius
intrinsics,3,Pure Typo Candidate,intrinsic
againsting,1,Pure Typo Candidate,gaiting
resulton,1,Pure Typo Candidate,result
resultsn,1,Pure Typo Candidate,result
resultbn,1,Pure Typo Candidate,result
arror,1,Pure Typo Candidate,warrior
subsetdf,2,Pure Typo Candidate,subset
duplicatedx,2,Pure Typo Candidate,duplicate
codice,3,Pure Typo Candidate,codices
devo,2,Pure Typo Candidate,devow
dica,1,Pure Typo Candidate,dicta
inserito,1,Pure Typo Candidate,Minseito
dispari,2,Pure Typo Candidate,disparity
lerrore,1,Pure Typo Candidate,error
ainput,1,Pure Typo Candidate,input
cosa,1,Pure Typo Candidate,crosa
modificare,1,Pure Typo Candidate,modificator
grazie,1,Pure Typo Candidate,grazier
struckture,1,Pure Typo Candidate,structure
runlevel,4,Pure Typo Candidate,unlevel
certian,2,Pure Typo Candidate,lacertian
beenter,1,Pure Typo Candidate,beetler
processid,1,Pure Typo Candidate,process
thosw,1,Pure Typo Candidate,thow
disord,1,Pure Typo Candidate,discord
whileni,1,Pure Typo Candidate,whileen
browserlike,1,Pure Typo Candidate,roselike
inteventint,1,Pure Typo Candidate,intervention
editionint,1,Pure Typo Candidate,seditionist
autoincremental,2,Pure Typo Candidate,incremental
mycursor,1,Pure Typo Candidate,cursor
psub,1,Pure Typo Candidate,sub
solituion,1,Pure Typo Candidate,spoliation
enterned,1,Pure Typo Candidate,centered
searchint,1,Pure Typo Candidate,searching
searchdata,2,Pure Typo Candidate,searchant
optionin,1,Pure Typo Candidate,option
snackdown,1,Pure Typo Candidate,backdown
rmefer,1,Pure Typo Candidate,refer
outome,1,Pure Typo Candidate,outcome
jassim,1,Pure Typo Candidate,jassid
uiscreen,1,Pure Typo Candidate,unscreen
bdivbutton,1,Pure Typo Candidate,disbutton
strans,1,Pure Typo Candidate,strass
addtrue,1,Pure Typo Candidate,adrue
ansnull,4,Pure Typo Candidate,annul
subtrue,1,Pure Typo Candidate,subtrude
multrue,1,Pure Typo Candidate,multure
ifsubtrue,1,Pure Typo Candidate,subtrude
durring,1,Pure Typo Candidate,durrin
messeage,1,Pure Typo Candidate,message
ifright,1,Pure Typo Candidate,fright
formreset,1,Pure Typo Candidate,foreset
thisform,1,Pure Typo Candidate,theiform
iddelete,1,Pure Typo Candidate,delete
telah,1,Pure Typo Candidate,telpath
exmpl,1,Pure Typo Candidate,example
idan,1,Pure Typo Candidate,pidan
langline,3,Pure Typo Candidate,landline
nonincremental,2,Pure Typo Candidate,incremental
homemodel,1,Pure Typo Candidate,homemade
valdate,1,Pure Typo Candidate,validate
worl,1,Pure Typo Candidate,world
dlsaverage,1,Pure Typo Candidate,average
rangel,1,Pure Typo Candidate,range
argonne,2,Pure Typo Candidate,Argonne
zeba,2,Pure Typo Candidate,zebra
canot,2,Pure Typo Candidate,cannot
detectors,1,Pure Typo Candidate,detector
ifroot,1,Pure Typo Candidate,liferoot
witth,1,Pure Typo Candidate,with
involes,1,Pure Typo Candidate,involve
kiddie,1,Pure Typo Candidate,kiddier
ingesting,1,Pure Typo Candidate,ungesting
squirrels,1,Pure Typo Candidate,squirrel
unexpecred,1,Pure Typo Candidate,unexpected
jackpot,1,Pure Typo Candidate,jacko
attentions,1,Pure Typo Candidate,attention
instanse,1,Pure Typo Candidate,instance
readconst,1,Pure Typo Candidate,reaccost
problemp,1,Pure Typo Candidate,problem
passwordetc,1,Pure Typo Candidate,password
perfome,1,Pure Typo Candidate,performer
timebased,1,Pure Typo Candidate,imbased
genderenter,1,Pure Typo Candidate,underenter
genderf,2,Pure Typo Candidate,gender
startlink,1,Pure Typo Candidate,startling
curdata,2,Pure Typo Candidate,caudata
objdisplay,1,Pure Typo Candidate,display
fabroc,1,Pure Typo Candidate,fabric
trasaction,1,Pure Typo Candidate,transaction
screenenter,1,Pure Typo Candidate,screener
specfic,3,Pure Typo Candidate,specific
vbproject,2,Pure Typo Candidate,project
lseek,2,Pure Typo Candidate,seek
mystat,1,Pure Typo Candidate,mystax
localdate,1,Pure Typo Candidate,loculate
nginvalid,1,Pure Typo Candidate,invalid
ngtouched,1,Pure Typo Candidate,untouched
superdisplay,2,Pure Typo Candidate,superdiplomacy
calculatepay,1,Pure Typo Candidate,calculate
obdisplay,1,Pure Typo Candidate,display
adnetwork,1,Pure Typo Candidate,network
chatch,1,Pure Typo Candidate,hatch
elemenet,1,Pure Typo Candidate,element
heartrate,1,Pure Typo Candidate,heartwater
couteste,1,Pure Typo Candidate,counterstep
headtail,1,Pure Typo Candidate,headsail
ouputting,1,Pure Typo Candidate,nonputting
pbclass,3,Pure Typo Candidate,plass
objectt,1,Pure Typo Candidate,object
dentistpractice,1,Pure Typo Candidate,dispractice
iclose,1,Pure Typo Candidate,inclose
functionmin,1,Pure Typo Candidate,function
referrers,1,Pure Typo Candidate,referrer
eqresult,1,Pure Typo Candidate,result
meanif,1,Pure Typo Candidate,manify
productis,1,Pure Typo Candidate,productid
indeg,1,Pure Typo Candidate,inde
cincommand,1,Pure Typo Candidate,command
availed,1,Pure Typo Candidate,unavailed
tasking,1,Pure Typo Candidate,taking
dduser,1,Pure Typo Candidate,duster
progra,1,Pure Typo Candidate,program
printhome,1,Pure Typo Candidate,pithsome
liketo,1,Pure Typo Candidate,diketo
libere,1,Pure Typo Candidate,liber
memoire,3,Pure Typo Candidate,memoir
memroy,1,Pure Typo Candidate,memory
documenttitle,2,Pure Typo Candidate,documentize
dues,1,Pure Typo Candidate,duces
cabs,1,Pure Typo Candidate,cabas
modalts,1,Pure Typo Candidate,modal
particolar,1,Pure Typo Candidate,particular
hoovering,4,Pure Typo Candidate,hovering
statementlike,1,Pure Typo Candidate,statesmanlike
ifthanks,1,Pure Typo Candidate,thanks
fileany,1,Pure Typo Candidate,fleay
programand,1,Pure Typo Candidate,programma
suggestionsid,1,Pure Typo Candidate,suggestion
questionartist,1,Pure Typo Candidate,questionist
inputit,1,Pure Typo Candidate,input
quorums,1,Pure Typo Candidate,quorum
salam,1,Pure Typo Candidate,salamo
fmonth,1,Pure Typo Candidate,month
fllocationn,1,Pure Typo Candidate,allocation
selectg,1,Pure Typo Candidate,select
gwherec,3,Pure Typo Candidate,where
notup,1,Pure Typo Candidate,noup
mydriver,1,Pure Typo Candidate,driver
calibri,2,Pure Typo Candidate,colibri
sinx,3,Pure Typo Candidate,six
xlesser,1,Pure Typo Candidate,lesser
srandseed,1,Pure Typo Candidate,sandweed
swapj,1,Pure Typo Candidate,swap
bizzare,1,Pure Typo Candidate,bizarre
pints,1,Pure Typo Candidate,pint
imange,1,Pure Typo Candidate,mange
throwed,3,Pure Typo Candidate,thrower
gokit,1,Pure Typo Candidate,gowkit
playign,1,Pure Typo Candidate,plain
accespt,1,Pure Typo Candidate,accept
becuause,1,Pure Typo Candidate,because
qtcreator,2,Pure Typo Candidate,treator
qdate,2,Pure Typo Candidate,date
uidate,2,Pure Typo Candidate,humidate
outarch,1,Pure Typo Candidate,outmarch
eedata,2,Pure Typo Candidate,Pedata
ewrite,1,Pure Typo Candidate,rewrite
erts,1,Pure Typo Candidate,ers
broked,1,Pure Typo Candidate,brooked
circlea,1,Pure Typo Candidate,circle
richembed,1,Pure Typo Candidate,richweed
hastebin,1,Pure Typo Candidate,hasten
printlets,1,Pure Typo Candidate,printless
bluestack,3,Pure Typo Candidate,bluejack
theprocess,2,Pure Typo Candidate,reprocess
downcased,1,Pure Typo Candidate,downcast
hbass,1,Pure Typo Candidate,bass
trimstr,1,Pure Typo Candidate,trimester
valleft,2,Pure Typo Candidate,valet
matche,1,Pure Typo Candidate,matcher
finallist,1,Pure Typo Candidate,finalist
accountid,1,Pure Typo Candidate,account
indentify,1,Pure Typo Candidate,identify
inheritancce,1,Pure Typo Candidate,inheritance
maxiumum,1,Pure Typo Candidate,maximum
sensd,1,Pure Typo Candidate,sensed
thisattraction,1,Pure Typo Candidate,attraction
stuch,1,Pure Typo Candidate,such
unlimated,1,Pure Typo Candidate,unlimited
lise,1,Pure Typo Candidate,lisle
messageuse,1,Pure Typo Candidate,massageuse
wisepay,3,Pure Typo Candidate,wispy
technicaly,1,Pure Typo Candidate,technically
puchased,1,Pure Typo Candidate,unchased
stritem,1,Pure Typo Candidate,striate
aindex,1,Pure Typo Candidate,index
specail,1,Pure Typo Candidate,special
bryter,1,Pure Typo Candidate,brayer
eller,1,Pure Typo Candidate,yeller
esign,3,Pure Typo Candidate,resign
buildilng,1,Pure Typo Candidate,building
cotain,2,Pure Typo Candidate,contain
lipca,2,Pure Typo Candidate,lipa
marksweep,1,Pure Typo Candidate,markweed
internalint,1,Pure Typo Candidate,internality
converte,1,Pure Typo Candidate,converter
occurim,1,Pure Typo Candidate,occur
zilla,1,Pure Typo Candidate,zillah
casepaper,1,Pure Typo Candidate,wastepaper
consoledraw,3,Pure Typo Candidate,consoler
whiletop,2,Pure Typo Candidate,whitetop
xpop,1,Pure Typo Candidate,pop
stopi,1,Pure Typo Candidate,topi
chelec,1,Pure Typo Candidate,chelem
copyed,1,Pure Typo Candidate,couped
landmarks,2,Pure Typo Candidate,landmark
anik,1,Pure Typo Candidate,ani
loginform,3,Pure Typo Candidate,lotiform
loadwords,1,Pure Typo Candidate,loanword
phprice,2,Pure Typo Candidate,price
convertvalue,3,Pure Typo Candidate,overvalue
librares,1,Pure Typo Candidate,libraryless
conclussions,1,Pure Typo Candidate,concussion
exel,1,Pure Typo Candidate,expel
mapv,1,Pure Typo Candidate,map
cartesla,4,Pure Typo Candidate,cartel
anandam,1,Pure Typo Candidate,ananda
souptablei,2,Pure Typo Candidate,uptable
propare,1,Pure Typo Candidate,propane
appenddf,1,Pure Typo Candidate,append
modea,1,Pure Typo Candidate,modena
matchers,1,Pure Typo Candidate,matcher
fhmconnect,1,Pure Typo Candidate,connect
bpupils,1,Pure Typo Candidate,pupil
pupils,1,Pure Typo Candidate,pupil
utlity,1,Pure Typo Candidate,utility
answes,1,Pure Typo Candidate,answer
rowquestion,1,Pure Typo Candidate,requestion
malwares,2,Pure Typo Candidate,alares
firstck,1,Pure Typo Candidate,first
secondkd,1,Pure Typo Candidate,second
dopython,1,Pure Typo Candidate,python
thetares,1,Pure Typo Candidate,theres
usinglet,1,Pure Typo Candidate,singlet
kotlinized,1,Pure Typo Candidate,kaolinize
completelly,1,Pure Typo Candidate,completely
codility,1,Pure Typo Candidate,cordiality
propably,1,Pure Typo Candidate,provably
appendpicked,1,Pure Typo Candidate,appendice
imeis,3,Pure Typo Candidate,mimesis
zeroed,1,Pure Typo Candidate,eroded
distincly,1,Pure Typo Candidate,distinctly
groupping,1,Pure Typo Candidate,grouping
escalonado,1,Pure Typo Candidate,escalado
bindin,1,Pure Typo Candidate,binding
oerdered,1,Pure Typo Candidate,ordered
bonary,1,Pure Typo Candidate,boundary
strides,1,Pure Typo Candidate,stride
printything,1,Pure Typo Candidate,printing
gotoshape,1,Pure Typo Candidate,outshape
gamebeth,1,Pure Typo Candidate,gambet
pease,1,Pure Typo Candidate,please
tiin,1,Pure Typo Candidate,tin
fint,3,Pure Typo Candidate,flint
daysheet,4,Pure Typo Candidate,dashee
resourcs,1,Pure Typo Candidate,resource
timeidk,1,Pure Typo Candidate,timid
parametars,2,Pure Typo Candidate,parameter
scenner,1,Pure Typo Candidate,scunner
parametar,1,Pure Typo Candidate,parameter
whilel,1,Pure Typo Candidate,whill
swallowed,2,Pure Typo Candidate,unswallowed
awaited,2,Pure Typo Candidate,waisted
sqlhandler,1,Pure Typo Candidate,slander
articule,1,Pure Typo Candidate,article
reducefunction,1,Pure Typo Candidate,refunction
roanswer,2,Pure Typo Candidate,reanswer
christoph,3,Pure Typo Candidate,Christophe
userframe,1,Pure Typo Candidate,underframe
rnnbase,1,Pure Typo Candidate,nonbase
komodo,2,Pure Typo Candidate,komondor
dumbed,1,Pure Typo Candidate,dumbhead
intgere,1,Pure Typo Candidate,integer
recordim,1,Pure Typo Candidate,precordium
dothe,1,Pure Typo Candidate,dote
recored,1,Pure Typo Candidate,record
writethe,3,Pure Typo Candidate,writhe
capastrano,1,Pure Typo Candidate,capstan
folled,1,Pure Typo Candidate,rolled
tutrorial,1,Pure Typo Candidate,tutorial
gitwrapper,1,Pure Typo Candidate,wrapper
lsremote,3,Pure Typo Candidate,remote
pstm,2,Pure Typo Candidate,pst
connq,1,Pure Typo Candidate,conn
nameford,2,Pure Typo Candidate,nameboard
lynn,1,Pure Typo Candidate,Glynn
gambhir,1,Pure Typo Candidate,gambier
uthappa,1,Pure Typo Candidate,tappa
ishank,1,Pure Typo Candidate,shank
chawla,1,Pure Typo Candidate,chawl
nathan,1,Pure Typo Candidate,Jonathan
coulternile,1,Pure Typo Candidate,coulterneb
umesh,1,Pure Typo Candidate,unmesh
ankit,1,Pure Typo Candidate,Blankit
batted,2,Pure Typo Candidate,battled
lendl,1,Pure Typo Candidate,lend
ambati,1,Pure Typo Candidate,abatis
krunal,1,Pure Typo Candidate,koruna
pandya,1,Pure Typo Candidate,pandy
kieron,1,Pure Typo Candidate,hieron
insatlling,1,Pure Typo Candidate,infalling
motorola,2,Pure Typo Candidate,motorboat
celphone,1,Pure Typo Candidate,heckelphone
clientesi,1,Pure Typo Candidate,clientship
marca,1,Pure Typo Candidate,maraca
precio,4,Pure Typo Candidate,precious
incorrecta,1,Pure Typo Candidate,incorrect
whitin,1,Pure Typo Candidate,whiting
emplty,1,Pure Typo Candidate,empty
hexint,1,Pure Typo Candidate,hexine
nonfunctioning,1,Pure Typo Candidate,overfunctioning
frankenstein,1,Pure Typo Candidate,Frankenstein
acba,1,Pure Typo Candidate,aba
rangeoffset,1,Pure Typo Candidate,reoffset
fauls,1,Pure Typo Candidate,famulus
strdestination,1,Pure Typo Candidate,destination
reindexing,1,Pure Typo Candidate,indexing
pdcolumns,1,Pure Typo Candidate,upcolumn
printdf,3,Pure Typo Candidate,printed
unregister,1,Pure Typo Candidate,unregistered
onstop,1,Pure Typo Candidate,nonstop
selfh,2,Pure Typo Candidate,self
bookself,1,Pure Typo Candidate,bookshelf
smcurrent,1,Pure Typo Candidate,current
nonenone,1,Pure Typo Candidate,nonene
applic,1,Pure Typo Candidate,Lappic
mainrun,1,Pure Typo Candidate,inrun
ccounter,3,Pure Typo Candidate,counter
cpcounter,1,Pure Typo Candidate,counter
printsentence,2,Pure Typo Candidate,presentence
giroud,1,Pure Typo Candidate,ground
bundletool,3,Pure Typo Candidate,bundlet
docss,1,Pure Typo Candidate,doss
lottieforms,1,Pure Typo Candidate,lotiform
abou,1,Pure Typo Candidate,about
libres,1,Pure Typo Candidate,Glires
docurl,1,Pure Typo Candidate,dourly
metadoc,1,Pure Typo Candidate,metad
pagedlist,1,Pure Typo Candidate,pedalist
comms,1,Pure Typo Candidate,commons
arduini,1,Pure Typo Candidate,arduinite
progect,1,Pure Typo Candidate,provect
questo,1,Pure Typo Candidate,questor
essere,1,Pure Typo Candidate,esere
informazioni,1,Pure Typo Candidate,information
mostra,1,Pure Typo Candidate,rostra
compilazione,1,Pure Typo Candidate,compilation
subjectives,1,Pure Typo Candidate,subjective
obbjects,1,Pure Typo Candidate,object
nicolai,3,Pure Typo Candidate,nicolayite
somebodys,1,Pure Typo Candidate,somebody
bricks,1,Pure Typo Candidate,brick
reinit,2,Pure Typo Candidate,retinite
remane,1,Pure Typo Candidate,remanet
releasae,1,Pure Typo Candidate,release
postrelease,1,Pure Typo Candidate,prorelease
nonprod,1,Pure Typo Candidate,nonproteid
retaging,1,Pure Typo Candidate,retain
frendlier,1,Pure Typo Candidate,friendlike
minused,3,Pure Typo Candidate,minuend
countriesh,1,Pure Typo Candidate,countfish
memsetting,2,Pure Typo Candidate,besetting
clientgo,2,Pure Typo Candidate,client
clientset,1,Pure Typo Candidate,cliented
hibenate,1,Pure Typo Candidate,hibernate
switchact,1,Pure Typo Candidate,switchback
couthere,1,Pure Typo Candidate,scouther
solc,2,Pure Typo Candidate,sol
emerg,1,Pure Typo Candidate,emerge
chalenge,2,Pure Typo Candidate,challenge
propsize,1,Pure Typo Candidate,propolize
dotstar,1,Pure Typo Candidate,ottar
psgallery,1,Pure Typo Candidate,gallery
ception,1,Pure Typo Candidate,reception
theaterint,1,Pure Typo Candidate,theater
wantr,1,Pure Typo Candidate,wanter
sexmachine,1,Pure Typo Candidate,semimachine
charmap,1,Pure Typo Candidate,charm
ssome,1,Pure Typo Candidate,some
sindex,1,Pure Typo Candidate,index
functin,1,Pure Typo Candidate,function
whilesca,1,Pure Typo Candidate,whiles
scaclose,1,Pure Typo Candidate,secalose
uielement,2,Pure Typo Candidate,element
mytime,1,Pure Typo Candidate,bytime
warehouseid,1,Pure Typo Candidate,warehoused
nkow,1,Pure Typo Candidate,now
cantains,1,Pure Typo Candidate,cantiness
stacy,2,Pure Typo Candidate,stay
switchres,1,Pure Typo Candidate,switcher
menssage,1,Pure Typo Candidate,message
paddlingobs,1,Pure Typo Candidate,paddling
repsonse,1,Pure Typo Candidate,response
predicators,2,Pure Typo Candidate,predicator
pushchar,2,Pure Typo Candidate,pushcart
precedencechar,1,Pure Typo Candidate,precedence
temppop,2,Pure Typo Candidate,tempo
powerit,1,Pure Typo Candidate,power
powerto,1,Pure Typo Candidate,power
objrctive,1,Pure Typo Candidate,objective
superlayer,1,Pure Typo Candidate,sprayer
poses,3,Pure Typo Candidate,poss
posestart,1,Pure Typo Candidate,postcart
hastatus,1,Pure Typo Candidate,status
vxprint,1,Pure Typo Candidate,print
showonly,1,Pure Typo Candidate,soonly
faulted,1,Pure Typo Candidate,facultied
inclue,1,Pure Typo Candidate,incluse
firsti,1,Pure Typo Candidate,first
perspectives,1,Pure Typo Candidate,perspective
infomration,1,Pure Typo Candidate,information
wnak,1,Pure Typo Candidate,nak
wnwhite,1,Pure Typo Candidate,unwhite
xvalyval,1,Pure Typo Candidate,valval
timzone,1,Pure Typo Candidate,trizone
matteo,1,Pure Typo Candidate,matte
verificatioin,1,Pure Typo Candidate,verification
diefatal,1,Pure Typo Candidate,dietal
vett,1,Pure Typo Candidate,vet
uboundx,1,Pure Typo Candidate,upbound
rangebc,1,Pure Typo Candidate,range
rcopy,1,Pure Typo Candidate,recopy
typcasting,1,Pure Typo Candidate,tasting
optimalis,1,Pure Typo Candidate,optimal
yohann,1,Pure Typo Candidate,Johann
togheter,1,Pure Typo Candidate,together
redering,2,Pure Typo Candidate,rendering
gint,1,Pure Typo Candidate,glint
mreturn,1,Pure Typo Candidate,return
variy,1,Pure Typo Candidate,vary
resistence,1,Pure Typo Candidate,resistance
forstatement,1,Pure Typo Candidate,overstatement
melford,1,Pure Typo Candidate,telford
hardwick,1,Pure Typo Candidate,herdwick
woolston,1,Pure Typo Candidate,woolstock
warrington,1,Pure Typo Candidate,Barrington
contans,1,Pure Typo Candidate,contain
valumaptr,1,Pure Typo Candidate,valuator
valutitle,1,Pure Typo Candidate,aleutite
filterw,2,Pure Typo Candidate,filter
colloums,1,Pure Typo Candidate,collum
sponsored,2,Pure Typo Candidate,unsponsored
sidenotes,3,Pure Typo Candidate,sidenote
positiones,1,Pure Typo Candidate,positionless
alertdone,1,Pure Typo Candidate,valerone
nemerous,1,Pure Typo Candidate,nemocerous
msaccess,3,Pure Typo Candidate,access
introw,1,Pure Typo Candidate,inthrow
reddkin,1,Pure Typo Candidate,redskin
